Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,4,Wed,2019-08-14,17:00 (23:00),Aragua,1–0,Caracas,,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
Regular Season,4,Wed,2019-08-14,19:00 (01:00),Dep Táchira,1–0,Estud Mérida,,Estadio Polideportivo de Pueblo Nuevo,,Match Report,
Regular Season,4,Thu,2019-08-15,16:00 (22:00),Dep La Guaira,1–1,Atlé Venezuela,,Estadio Olímpico,,Match Report,
,,,,,,,,,,,,
Regular Season,5,Sat,2019-08-17,,Dep Anzoátegui,,Deportivo Lara,,Estadio Olímpico General José Antonio An...,,Match Report,Match Cancelled
Regular Season,5,Sat,2019-08-17,16:00 (22:00),Carabobo,0–0,LALA,,Estadio Olímpico Rafael Calles Pinto,,Match Report,
Regular Season,5,Sat,2019-08-17,16:00 (22:00),Portuguesa,0–0,Metropolitanos,,Estadio General José Antonio Páez,,Match Report,
Regular Season,5,Sat,2019-08-17,17:00 (23:00),Mineros,3–0,Zamora,,Centro Total de Entretenimiento Cachamay,,Match Report,
Regular Season,5,Sun,2019-08-18,16:00 (22:00),Atlé Venezuela,1–4,Llaneros,,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
Regular Season,5,Sun,2019-08-18,16:00 (22:00),Estud Mérida,0–2,Aragua,,Estadio Olímpico Metropolitano de Mérida,,Match Report,
Regular Season,5,Sun,2019-08-18,17:00 (23:00),Caracas,4–1,Acad Pr Cabello,,Estadio Olímpico,,Match Report,
Regular Season,5,Sun,2019-08-18,18:00 (00:00),Monagas,2–1,Dep Táchira,,Estadio Monumental de Maturín,,Match Report,
Regular Season,5,Mon,2019-08-19,16:00 (22:00),Zulia,3–2,Trujillanos,,Estadio José Encarnación Pachencho Romer...,,Match Report,
Regular Season,5,Mon,2019-08-19,16:00 (22:00),Estud Caracas,0–1,Dep La Guaira,,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
,,,,,,,,,,,,
Regular Season,6,Fri,2019-08-23,16:00 (22:00),Aragua,1–1,Monagas,,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
Regular Season,6,Sat,2019-08-24,11:00 (17:00),Metropolitanos,3–0,Zulia,,Estadio Olímpico,,Match Report,
Regular Season,6,Sat,2019-08-24,16:00 (22:00),LALA,0–2,Portuguesa,,Centro Total de Entretenimiento Cachamay,,Match Report,
Regular Season,6,Sun,2019-08-25,,Zamora,,Dep Anzoátegui,,Estadio Rafael Agustín Tovar,,Match Report,Match Cancelled
Regular Season,6,Sun,2019-08-25,16:00 (22:00),Llaneros,3–1,Estud Caracas,,Estadio Olímpico Rafael Calles Pinto,,Match Report,
Regular Season,6,Sun,2019-08-25,16:00 (22:00),Deportivo Lara,0–1,Atlé Venezuela,,Estadio Metropolitano de Fútbol de Lara,,Match Report,
Regular Season,6,Sun,2019-08-25,16:00 (22:00),Dep La Guaira,2–0,Carabobo,,Estadio Olímpico,,Match Report,
Regular Season,6,Sun,2019-08-25,17:00 (23:00),Acad Pr Cabello,1–1,Estud Mérida,,Complejo Deportivo Socialista,,Match Report,
Regular Season,6,Sun,2019-08-25,17:00 (23:00),Trujillanos,0–0,Caracas,,Estadio José Alberto Pérez,,Match Report,
Regular Season,6,Sun,2019-08-25,17:00 (23:00),Dep Táchira,3–2,Mineros,,Estadio Polideportivo de Pueblo Nuevo,,Match Report,
,,,,,,,,,,,,
Regular Season,4,Wed,2019-08-28,18:00 (00:00),Acad Pr Cabello,3–3,Zulia,,Complejo Deportivo Socialista,,Match Report,
,,,,,,,,,,,,
Regular Season,7,Sat,2019-08-31,,Dep Anzoátegui,,Dep Táchira,,Estadio Olímpico General José Antonio An...,,Match Report,Match Cancelled
Regular Season,7,Sat,2019-08-31,16:00 (22:00),Portuguesa,1–0,Dep La Guaira,1008,Estadio General José Antonio Páez,,Match Report,
Regular Season,7,Sat,2019-08-31,16:00 (22:00),Estud Caracas,0–0,Deportivo Lara,125,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
Regular Season,7,Sat,2019-08-31,16:00 (22:00),Carabobo,3–1,Llaneros,728,Estadio Olímpico Rafael Calles Pinto,,Match Report,
Regular Season,7,Sat,2019-08-31,17:00 (23:00),Mineros,2–0,Aragua,697,Centro Total de Entretenimiento Cachamay,,Match Report,
Regular Season,7,Sun,2019-09-01,16:00 (22:00),LALA,1–0,Metropolitanos,957,Centro Total de Entretenimiento Cachamay,,Match Report,
Regular Season,7,Sun,2019-09-01,16:00 (22:00),Atlé Venezuela,0–2,Zamora,275,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
Regular Season,7,Sun,2019-09-01,16:00 (22:00),Estud Mérida,1–2,Trujillanos,4148,Estadio Olímpico Metropolitano de Mérida,,Match Report,
Regular Season,7,Sun,2019-09-01,17:00 (23:00),Caracas,1–2,Zulia,,Estadio Olímpico,,Match Report,
Regular Season,7,Sun,2019-09-01,18:00 (00:00),Monagas,1–1,Acad Pr Cabello,,Estadio Monumental de Maturín,,Match Report,
,,,,,,,,,,,,
Regular Season,8,Sat,2019-09-07,,Aragua,,Dep Anzoátegui,,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,Match Cancelled
Regular Season,8,Sat,2019-09-07,11:00 (17:00),Metropolitanos,1–1,Caracas,,Estadio Olímpico,,Match Report,
Regular Season,8,Sat,2019-09-07,17:00 (23:00),Trujillanos,3–2,Monagas,,Estadio José Alberto Pérez,,Match Report,
Regular Season,8,Sun,2019-09-08,11:00 (17:00),Dep La Guaira,4–0,LALA,,Estadio Olímpico,Yimmy García,Match Report,
Regular Season,8,Sun,2019-09-08,16:00 (22:00),Llaneros,1–0,Portuguesa,,Estadio Olímpico Rafael Calles Pinto,,Match Report,
Regular Season,8,Sun,2019-09-08,16:00 (22:00),Zulia,2–4,Estud Mérida,,Estadio José Encarnación Pachencho Romer...,Adrian Cabello,Match Report,
Regular Season,8,Sun,2019-09-08,17:00 (23:00),Dep Táchira,2–0,Atlé Venezuela,,Estadio Polideportivo de Pueblo Nuevo,,Match Report,
Regular Season,8,Sun,2019-09-08,17:00 (23:00),Deportivo Lara,1–3,Carabobo,,Estadio Metropolitano de Fútbol de Lara,,Match Report,
Regular Season,8,Mon,2019-09-09,17:00 (23:00),Acad Pr Cabello,1–1,Mineros,,Complejo Deportivo Socialista,,Match Report,
Regular Season,8,Mon,2019-09-09,19:00 (01:00),Zamora,6–1,Estud Caracas,,Estadio Rafael Agustín Tovar,Ángel Arteaga,Match Report,
,,,,,,,,,,,,
Regular Season,9,Wed,2019-09-11,,Dep Anzoátegui,,Acad Pr Cabello,,Estadio Olímpico General José Antonio An...,,Match Report,Match Cancelled
Regular Season,9,Wed,2019-09-11,15:30 (21:30),Estud Mérida,1–2,Caracas,,Estadio Olímpico Metropolitano de Mérida,,Match Report,
Regular Season,9,Wed,2019-09-11,16:00 (22:00),LALA,0–4,Llaneros,,Centro Total de Entretenimiento Cachamay,,Match Report,
Regular Season,9,Wed,2019-09-11,16:00 (22:00),Portuguesa,1–0,Deportivo Lara,,Estadio General José Antonio Páez,,Match Report,
Regular Season,9,Wed,2019-09-11,17:00 (23:00),Atlé Venezuela,1–1,Aragua,,Estadio Olímpico General José Antonio An...,,Match Report,
Regular Season,9,Wed,2019-09-11,17:00 (23:00),Monagas,2–2,Zulia,,Estadio Monumental de Maturín,,Match Report,
Regular Season,9,Wed,2019-09-11,18:00 (00:00),Dep La Guaira,0–1,Metropolitanos,,Estadio Olímpico,,Match Report,
Regular Season,9,Thu,2019-09-12,16:00 (22:00),Estud Caracas,0–1,Dep Táchira,,Estadio Giuseppe Antonelli,,Match Report,
Regular Season,9,Thu,2019-09-12,16:00 (22:00),Carabobo,2–2,Zamora,,Estadio Olímpico Rafael Calles Pinto,,Match Report,
Regular Season,9,Thu,2019-09-12,17:00 (23:00),Mineros,1–0,Trujillanos,,Centro Total de Entretenimiento Cachamay,,Match Report,
,,,,,,,,,,,,
Regular Season,10,Sat,2019-09-14,11:00 (17:00),Metropolitanos,2–1,Estud Mérida,,Estadio Olímpico,,Match Report,
Regular Season,10,Sun,2019-09-15,,Trujillanos,,Dep Anzoátegui,,Estadio José Alberto Pérez,,Match Report,Match Cancelled
Regular Season,10,Sun,2019-09-15,11:00 (17:00),Caracas,1–0,Monagas,,Estadio Olímpico,,Match Report,
Regular Season,10,Sun,2019-09-15,16:00 (22:00),Llaneros,1–0,Dep La Guaira,,Estadio Olímpico Rafael Calles Pinto,,Match Report,
Regular Season,10,Sun,2019-09-15,16:00 (22:00),Deportivo Lara,2–0,LALA,,Estadio Metropolitano de Fútbol de Lara,,Match Report,
Regular Season,10,Sun,2019-09-15,16:00 (22:00),Zulia,4–1,Mineros,,Estadio José Encarnación Pachencho Romer...,,Match Report,
Regular Season,10,Sun,2019-09-15,17:00 (23:00),Aragua,3–0,Estud Caracas,,Estadio Olímpico Hermanos Ghersi Páez,,Match Report,
Regular Season,10,Sun,2019-09-15,17:00 (23:00),Dep Táchira,2–2,Carabobo,,Estadio Polideportivo de Pueblo Nuevo,,Match Report,
Regular Season,10,Sun,2019-09-15,18:00 (00:00),Acad Pr Cabello,2–1,Atlé Venezuela,,Complejo Deportivo Socialista,,Match Report,
Regular Season,10,Sun,2019-09-15,18:00 (00:00),Zamora,3–1,Portuguesa,,Estadio Rafael Agustín Tovar,,Match Report,
,,,,,,,,,,,,
Regular Season,11,Sun,2019-09-22,,Monagas,,Estud Mérida,,Estadio Monumental de Maturín,,,
Regular Season,11,Sun,2019-09-22,,LALA,,Zamora,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,11,Sun,2019-09-22,,Atlé Venezuela,,Trujillanos,,Estadio Olímpico General José Antonio An...,,,
Regular Season,11,Sun,2019-09-22,,Dep La Guaira,,Deportivo Lara,,Estadio Olímpico,,,
Regular Season,11,Sun,2019-09-22,,Portuguesa,,Dep Táchira,,Estadio General José Antonio Páez,,,
Regular Season,11,Sun,2019-09-22,,Estud Caracas,,Acad Pr Cabello,,Estadio Giuseppe Antonelli,,,
Regular Season,11,Sun,2019-09-22,,Mineros,,Caracas,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,11,Sun,2019-09-22,,Dep Anzoátegui,,Zulia,,Estadio Olímpico General José Antonio An...,,,
Regular Season,11,Sun,2019-09-22,,Llaneros,,Metropolitanos,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,11,Sun,2019-09-22,,Carabobo,,Aragua,,Estadio Olímpico Rafael Calles Pinto,,,
,,,,,,,,,,,,
Regular Season,12,Thu,2019-09-26,,Deportivo Lara,,Llaneros,,Estadio Metropolitano de Fútbol de Lara,,,
Regular Season,12,Thu,2019-09-26,,Metropolitanos,,Monagas,,Estadio Olímpico,,,
Regular Season,12,Thu,2019-09-26,,Aragua,,Portuguesa,,Estadio Olímpico Hermanos Ghersi Páez,,,
Regular Season,12,Thu,2019-09-26,,Dep Táchira,,LALA,,Estadio Polideportivo de Pueblo Nuevo,,,
Regular Season,12,Thu,2019-09-26,,Zamora,,Dep La Guaira,,Estadio Rafael Agustín Tovar,,,
Regular Season,12,Thu,2019-09-26,,Zulia,,Atlé Venezuela,,Estadio José Encarnación Pachencho Romer...,,,
Regular Season,12,Thu,2019-09-26,,Caracas,,Dep Anzoátegui,,Estadio Olímpico,,,
Regular Season,12,Thu,2019-09-26,,Acad Pr Cabello,,Carabobo,,Complejo Deportivo Socialista,,,
Regular Season,12,Thu,2019-09-26,,Estud Mérida,,Mineros,,Estadio Olímpico Metropolitano de Mérida,,,
Regular Season,12,Thu,2019-09-26,,Trujillanos,,Estud Caracas,,Estadio José Alberto Pérez,,,
,,,,,,,,,,,,
Regular Season,13,Sat,2019-09-28,,Carabobo,,Trujillanos,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,13,Sat,2019-09-28,,Dep Anzoátegui,,Estud Mérida,,Estadio Olímpico General José Antonio An...,,,
Regular Season,13,Sat,2019-09-28,,Dep La Guaira,,Dep Táchira,,Estadio Olímpico,,,
Regular Season,13,Sat,2019-09-28,,Atlé Venezuela,,Caracas,,Estadio Olímpico General José Antonio An...,,,
Regular Season,13,Sat,2019-09-28,,Mineros,,Monagas,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,13,Sat,2019-09-28,,Portuguesa,,Acad Pr Cabello,,Estadio General José Antonio Páez,,,
Regular Season,13,Sat,2019-09-28,,LALA,,Aragua,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,13,Sat,2019-09-28,,Deportivo Lara,,Metropolitanos,,Estadio Metropolitano de Fútbol de Lara,,,
Regular Season,13,Sat,2019-09-28,,Estud Caracas,,Zulia,,Estadio Giuseppe Antonelli,,,
Regular Season,13,Sat,2019-09-28,,Llaneros,,Zamora,,Estadio Olímpico Rafael Calles Pinto,,,
,,,,,,,,,,,,
Regular Season,14,Sun,2019-10-06,,Caracas,,Estud Caracas,,Estadio Olímpico,,,
Regular Season,14,Sun,2019-10-06,,Trujillanos,,Portuguesa,,Estadio José Alberto Pérez,,,
Regular Season,14,Sun,2019-10-06,,Acad Pr Cabello,,LALA,,Complejo Deportivo Socialista,,,
Regular Season,14,Sun,2019-10-06,,Dep Táchira,,Llaneros,,Estadio Polideportivo de Pueblo Nuevo,,,
Regular Season,14,Sun,2019-10-06,,Metropolitanos,,Mineros,,Estadio Olímpico,,,
Regular Season,14,Sun,2019-10-06,,Zulia,,Carabobo,,Estadio José Encarnación Pachencho Romer...,,,
Regular Season,14,Sun,2019-10-06,,Zamora,,Deportivo Lara,,Estadio Rafael Agustín Tovar,,,
Regular Season,14,Sun,2019-10-06,,Monagas,,Dep Anzoátegui,,Estadio Monumental de Maturín,,,
Regular Season,14,Sun,2019-10-06,,Estud Mérida,,Atlé Venezuela,,Estadio Olímpico Metropolitano de Mérida,,,
Regular Season,14,Sun,2019-10-06,,Aragua,,Dep La Guaira,,Estadio Olímpico Hermanos Ghersi Páez,,,
,,,,,,,,,,,,
Regular Season,15,Sun,2019-10-13,,Atlé Venezuela,,Monagas,,Estadio Olímpico General José Antonio An...,,,
Regular Season,15,Sun,2019-10-13,,Zamora,,Metropolitanos,,Estadio Rafael Agustín Tovar,,,
Regular Season,15,Sun,2019-10-13,,Estud Caracas,,Estud Mérida,,Estadio Giuseppe Antonelli,,,
Regular Season,15,Sun,2019-10-13,,Carabobo,,Caracas,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,15,Sun,2019-10-13,,Deportivo Lara,,Dep Táchira,,Estadio Metropolitano de Fútbol de Lara,,,
Regular Season,15,Sun,2019-10-13,,Dep La Guaira,,Acad Pr Cabello,,Estadio Olímpico,,,
Regular Season,15,Sun,2019-10-13,,Dep Anzoátegui,,Mineros,,Estadio Olímpico General José Antonio An...,,,
Regular Season,15,Sun,2019-10-13,,LALA,,Trujillanos,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,15,Sun,2019-10-13,,Llaneros,,Aragua,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,15,Sun,2019-10-13,,Portuguesa,,Zulia,,Estadio General José Antonio Páez,,,
,,,,,,,,,,,,
Regular Season,16,Sat,2019-10-19,,Zulia,,LALA,,Estadio José Encarnación Pachencho Romer...,,,
Regular Season,16,Sat,2019-10-19,,Aragua,,Deportivo Lara,,Estadio Olímpico Hermanos Ghersi Páez,,,
Regular Season,16,Sat,2019-10-19,,Caracas,,Portuguesa,,Estadio Olímpico,,,
Regular Season,16,Sat,2019-10-19,,Mineros,,Atlé Venezuela,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,16,Sat,2019-10-19,,Metropolitanos,,Dep Anzoátegui,,Estadio Olímpico,,,
Regular Season,16,Sat,2019-10-19,,Dep Táchira,,Zamora,,Estadio Polideportivo de Pueblo Nuevo,,,
Regular Season,16,Sat,2019-10-19,,Estud Mérida,,Carabobo,,Estadio Olímpico Metropolitano de Mérida,,,
Regular Season,16,Sat,2019-10-19,,Acad Pr Cabello,,Llaneros,,Complejo Deportivo Socialista,,,
Regular Season,16,Sat,2019-10-19,,Trujillanos,,Dep La Guaira,,Estadio José Alberto Pérez,,,
Regular Season,16,Sat,2019-10-19,,Monagas,,Estud Caracas,,Estadio Monumental de Maturín,,,
,,,,,,,,,,,,
Regular Season,17,Sun,2019-10-27,,LALA,,Caracas,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,17,Sun,2019-10-27,,Carabobo,,Monagas,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,17,Sun,2019-10-27,,Dep Táchira,,Metropolitanos,,Estadio Polideportivo de Pueblo Nuevo,,,
Regular Season,17,Sun,2019-10-27,,Portuguesa,,Estud Mérida,,Estadio General José Antonio Páez,,,
Regular Season,17,Sun,2019-10-27,,Deportivo Lara,,Acad Pr Cabello,,Estadio Metropolitano de Fútbol de Lara,,,
Regular Season,17,Sun,2019-10-27,,Atlé Venezuela,,Dep Anzoátegui,,Estadio Olímpico General José Antonio An...,,,
Regular Season,17,Sun,2019-10-27,,Zamora,,Aragua,,Estadio Rafael Agustín Tovar,,,
Regular Season,17,Sun,2019-10-27,,Dep La Guaira,,Zulia,,Estadio Olímpico,,,
Regular Season,17,Sun,2019-10-27,,Llaneros,,Trujillanos,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,17,Sun,2019-10-27,,Estud Caracas,,Mineros,,Estadio Giuseppe Antonelli,,,
,,,,,,,,,,,,
Regular Season,18,Sun,2019-11-03,,Estud Mérida,,LALA,,Estadio Olímpico Metropolitano de Mérida,,,
Regular Season,18,Sun,2019-11-03,,Dep Anzoátegui,,Estud Caracas,,Estadio Olímpico General José Antonio An...,,,
Regular Season,18,Sun,2019-11-03,,Trujillanos,,Deportivo Lara,,Estadio José Alberto Pérez,,,
Regular Season,18,Sun,2019-11-03,,Caracas,,Dep La Guaira,,Estadio Olímpico,,,
Regular Season,18,Sun,2019-11-03,,Acad Pr Cabello,,Zamora,,Complejo Deportivo Socialista,,,
Regular Season,18,Sun,2019-11-03,,Atlé Venezuela,,Metropolitanos,,Estadio Olímpico General José Antonio An...,,,
Regular Season,18,Sun,2019-11-03,,Aragua,,Dep Táchira,,Estadio Olímpico Hermanos Ghersi Páez,,,
Regular Season,18,Sun,2019-11-03,,Monagas,,Portuguesa,,Estadio Monumental de Maturín,,,
Regular Season,18,Sun,2019-11-03,,Mineros,,Carabobo,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,18,Sun,2019-11-03,,Zulia,,Llaneros,,Estadio José Encarnación Pachencho Romer...,,,
,,,,,,,,,,,,
Regular Season,19,Sun,2019-11-10,,LALA,,Monagas,,Centro Total de Entretenimiento Cachamay,,,
Regular Season,19,Sun,2019-11-10,,Llaneros,,Caracas,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,19,Sun,2019-11-10,,Zamora,,Trujillanos,,Estadio Rafael Agustín Tovar,,,
Regular Season,19,Sun,2019-11-10,,Dep La Guaira,,Estud Mérida,,Estadio Olímpico,,,
Regular Season,19,Sun,2019-11-10,,Metropolitanos,,Aragua,,Estadio Olímpico,,,
Regular Season,19,Sun,2019-11-10,,Estud Caracas,,Atlé Venezuela,,Estadio Giuseppe Antonelli,,,
Regular Season,19,Sun,2019-11-10,,Dep Táchira,,Acad Pr Cabello,,Estadio Polideportivo de Pueblo Nuevo,,,
Regular Season,19,Sun,2019-11-10,,Deportivo Lara,,Zulia,,Estadio Metropolitano de Fútbol de Lara,,,
Regular Season,19,Sun,2019-11-10,,Carabobo,,Dep Anzoátegui,,Estadio Olímpico Rafael Calles Pinto,,,
Regular Season,19,Sun,2019-11-10,,Portuguesa,,Mineros,,Estadio General José Antonio Páez,,,
